Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1231462,EM_4cell_5_C,ERS1046994,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample63_,sequencing assay,ERX1303401,Goolam_et_al_2015_Batch4_Sample63_1.fq.gz,Goolam_et_al_2015_Batch4_Sample63_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231462/ERR1231462_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_C,4C
ERR1231462,EM_4cell_5_C,ERS1046994,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample63_,sequencing assay,ERX1303401,Goolam_et_al_2015_Batch4_Sample63_2.fq.gz,Goolam_et_al_2015_Batch4_Sample63_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231462/ERR1231462_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_C,4C
ERR1231463,EM_4cell_5_D,ERS1046995,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample64_,sequencing assay,ERX1303402,Goolam_et_al_2015_Batch4_Sample64_1.fq.gz,Goolam_et_al_2015_Batch4_Sample64_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231463/ERR1231463_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_D,4C
ERR1231463,EM_4cell_5_D,ERS1046995,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample64_,sequencing assay,ERX1303402,Goolam_et_al_2015_Batch4_Sample64_2.fq.gz,Goolam_et_al_2015_Batch4_Sample64_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231463/ERR1231463_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_D,4C
ERR1231464,EM_4cell_6_A,ERS1046996,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample65_,sequencing assay,ERX1303403,Goolam_et_al_2015_Batch4_Sample65_1.fq.gz,Goolam_et_al_2015_Batch4_Sample65_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231464/ERR1231464_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_A,4C
ERR1231464,EM_4cell_6_A,ERS1046996,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample65_,sequencing assay,ERX1303403,Goolam_et_al_2015_Batch4_Sample65_2.fq.gz,Goolam_et_al_2015_Batch4_Sample65_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231464/ERR1231464_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_A,4C
ERR1231465,EM_4cell_6_B,ERS1046997,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample66_,sequencing assay,ERX1303404,Goolam_et_al_2015_Batch4_Sample66_1.fq.gz,Goolam_et_al_2015_Batch4_Sample66_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231465/ERR1231465_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_B,4C
ERR1231465,EM_4cell_6_B,ERS1046997,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample66_,sequencing assay,ERX1303404,Goolam_et_al_2015_Batch4_Sample66_2.fq.gz,Goolam_et_al_2015_Batch4_Sample66_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231465/ERR1231465_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_B,4C
ERR1231466,EM_4cell_6_C,ERS1046998,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample67_,sequencing assay,ERX1303405,Goolam_et_al_2015_Batch4_Sample67_1.fq.gz,Goolam_et_al_2015_Batch4_Sample67_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231466/ERR1231466_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_C,4C
ERR1231466,EM_4cell_6_C,ERS1046998,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample67_,sequencing assay,ERX1303405,Goolam_et_al_2015_Batch4_Sample67_2.fq.gz,Goolam_et_al_2015_Batch4_Sample67_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231466/ERR1231466_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_C,4C
ERR1231467,EM_4cell_6_D,ERS1046999,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample68_,sequencing assay,ERX1303406,Goolam_et_al_2015_Batch4_Sample68_1.fq.gz,Goolam_et_al_2015_Batch4_Sample68_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231467/ERR1231467_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_D,4C
ERR1231467,EM_4cell_6_D,ERS1046999,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_6_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample68_,sequencing assay,ERX1303406,Goolam_et_al_2015_Batch4_Sample68_2.fq.gz,Goolam_et_al_2015_Batch4_Sample68_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231467/ERR1231467_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_6_D,4C
ERR1231468,ME_4cell_6_A,ERS1047000,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample69_,sequencing assay,ERX1303407,Goolam_et_al_2015_Batch4_Sample69_1.fq.gz,Goolam_et_al_2015_Batch4_Sample69_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231468/ERR1231468_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_A,4C
ERR1231468,ME_4cell_6_A,ERS1047000,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample69_,sequencing assay,ERX1303407,Goolam_et_al_2015_Batch4_Sample69_2.fq.gz,Goolam_et_al_2015_Batch4_Sample69_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231468/ERR1231468_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_A,4C
ERR1231469,ME_4cell_6_B,ERS1047001,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample70_,sequencing assay,ERX1303408,Goolam_et_al_2015_Batch4_Sample70_1.fq.gz,Goolam_et_al_2015_Batch4_Sample70_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231469/ERR1231469_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_B,4C
ERR1231469,ME_4cell_6_B,ERS1047001,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample70_,sequencing assay,ERX1303408,Goolam_et_al_2015_Batch4_Sample70_2.fq.gz,Goolam_et_al_2015_Batch4_Sample70_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231469/ERR1231469_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_B,4C
ERR1231470,ME_4cell_6_C,ERS1047002,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample71_,sequencing assay,ERX1303409,Goolam_et_al_2015_Batch4_Sample71_1.fq.gz,Goolam_et_al_2015_Batch4_Sample71_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231470/ERR1231470_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_C,4C
ERR1231470,ME_4cell_6_C,ERS1047002,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample71_,sequencing assay,ERX1303409,Goolam_et_al_2015_Batch4_Sample71_2.fq.gz,Goolam_et_al_2015_Batch4_Sample71_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231470/ERR1231470_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_C,4C
ERR1231471,ME_4cell_6_D,ERS1047003,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample72_,sequencing assay,ERX1303410,Goolam_et_al_2015_Batch4_Sample72_1.fq.gz,Goolam_et_al_2015_Batch4_Sample72_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231471/ERR1231471_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_D,4C
ERR1231471,ME_4cell_6_D,ERS1047003,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_6_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample72_,sequencing assay,ERX1303410,Goolam_et_al_2015_Batch4_Sample72_2.fq.gz,Goolam_et_al_2015_Batch4_Sample72_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231471/ERR1231471_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_6_D,4C
ERR1229144,8cell_1_A,ERS1043835,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample78_,sequencing assay,ERX1301196,Goolam_et_al_2015_Batch1_Sample78_1.fq.gz,Goolam_et_al_2015_Batch1_Sample78_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229144/ERR1229144_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_1_A,8C
ERR1229144,8cell_1_A,ERS1043835,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample78_,sequencing assay,ERX1301196,Goolam_et_al_2015_Batch1_Sample78_2.fq.gz,Goolam_et_al_2015_Batch1_Sample78_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229144/ERR1229144_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_1_A,8C
ERR1229145,8cell_1_B,ERS1043836,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample90_,sequencing assay,ERX1301197,Goolam_et_al_2015_Batch1_Sample90_1.fq.gz,Goolam_et_al_2015_Batch1_Sample90_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229145/ERR1229145_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_1_B,8C
ERR1229145,8cell_1_B,ERS1043836,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample90_,sequencing assay,ERX1301197,Goolam_et_al_2015_Batch1_Sample90_2.fq.gz,Goolam_et_al_2015_Batch1_Sample90_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229145/ERR1229145_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_1_B,8C
